0.199570	Cuando
0.590728	Tomás
1.061714	y
1.157507	Lily
1.684373	llegan
1.820081	a
1.939823	la
2.338963	casa
2.602396	de
2.698190	Mooshum
3.360763	y
3.536385	Kookum
4.494322	ven
4.741789	que
5.053119	cerca
5.316552	de
5.436294	la
5.747623	puerta
6.442128	hay
6.657664	dos
6.929079	baldes
7.408048	llenos
8.038690	de
8.190363	bayas
8.701263	jaboncillo
