0.212026	Pero
0.437730	cuando
0.745509	las
0.937016	personas
1.491018	se
1.593611	mejoran
2.181811	y
2.428034	vuelven
2.687936	a
2.804208	sus
3.173543	casas
3.994287	se
4.062682	dan
4.493573	cuenta
4.862908	que
4.931303	se
5.013377	han
5.088612	ausentado
5.170687	ausentado
6.114542	por
6.244493	mucho
6.641186	más
7.037879	tiempo
7.455091	que
7.578202	el
7.660276	pensado
